model_output,target,scores,scores_inserts
siyakhuluma futhi,Siyakhuluma futhi.,"['111111111111111', '111111111111111']","['[]', '[]']"
siyakhuluma futhi,Siyakhuluma futhi.,"['111111111111111', '111111111111111']","['[]', '[]']"
siya khuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
yakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
yakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
yakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhulumafothi,Siyakhuluma futhi.,['111111111111111'],['[]']
siya khuluma futhi,Siyakhuluma futhi.,"['111111111111111', '111111111111111', '111111111111111']","['[]', '[]', '[]']"
siyakhu luma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
ziyakhuluma futhi,Siyakhuluma futhi.,['111111111111111'],['[]']
siya ukhuluma futi,Siyakhuluma futhi.,['111101111111111'],"['[""4""]']"
ubani olapho,Ubani olapho?,"['11111111111', '10111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubhani u lapho,Ubani olapho?,"['10111101111', '10111111111']","['[]', '[]']"
ubani olapho uzde,Ubani olapho?,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
ubani olapho hwiste,Ubani olapho?,['11111111111'],['[]']
ubani olapho puize,Ubani olapho?,"['11111111111', '11111111111']","['[]', '[]']"
ubani olapho,Ubani olapho?,['11111111111'],['[]']
ubhani ulapho,Ubani olapho?,"['11111111111', '11111111111', '10111111111']","['[]', '[]', '[]']"
ubani ulapho,Ubani olapho?,['10111111111'],['[]']
ubani olapho,Ubani olapho?,['10111111111'],['[]']
ubani ula pho,Ubani olapho?,['11111101111'],['[]']
ubani olapho,Ubani olapho?,['10111111111'],['[]']
miningi izislobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111110111111', '11111111110111111']","['[]', '[]', '[]']"
ziningi izihloba na,Ziningi izihlobo na?,['11111111111110111'],['[]']
siningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111', '11111111111111111']","['[]', '[]', '[]']"
eziningi izinhlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[""10""]']"
ziningi izihlobo na,Ziningi izihlobo na?,"['11111111111111111', '11111111111111111']","['[]', '[]']"
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
[szinini izihlobona,Ziningi izihlobo na?,"['11110111110111111', '11111111111111111', '11110111110111111']","['[]', '[]', '[]']"
zinginingi izalopha na,Ziningi izihlobo na?,"['11001111110010111', '11111111100100111']","['[""2""]', '[""2""]']"
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
ziningi izihlobo na,Ziningi izihlobo na?,['11111111111111111'],['[]']
zingeni izinhlobo na,Ziningi izihlobo na?,['11000011111111111'],"['[""10""]']"
minaangazi,Mina angazi.,['1111111111'],['[]']
minaan gazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,['1111110111'],['[]']
mina angashi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina angazi,Mina angazi.,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
mina angazi,Mina angazi.,['1111111111'],['[]']
minaanngaze,Mina angazi.,['1111111111'],['[]']
minaankazi,Mina angazi.,['1111111111'],['[]']
mina an gazi,Mina angazi.,"['1111111111', '1111111111']","['[]', '[]']"
mina an gazi,Mina angazi.,['1111111111'],['[]']
minaangazi,Mina angazi.,['1111111111'],['[]']
wayawudla ombila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111110111111111']","['[]', '[]', '[]']"
baya wudla umbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
ayawudla um bhila,Bayawudla ummbila.,"['1111111111111111', '1111110011111111', '1111110111110111']","['[]', '[""7""]', '[]']"
bayawodla umbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111']","['[]', '[]']"
baya wudla umbila,Bayawudla ummbila.,['1111111111111111'],['[]']
baya wudla umbila,Bayawudla ummbila.,"['1111111111111111', '1111111111111111', '1111111111111111']","['[]', '[]', '[]']"
bayawondla ombila,Bayawudla ummbila.,['1111111111111111'],['[]']
baya udla umubila,Bayawudla ummbila.,"['1111111111011111', '1111111111111111']","['[]', '[]']"
bayavudla amabila,Bayawudla ummbila.,['0111010110100011'],['[]']
baya wudla umbila,Bayawudla ummbila.,['1111111111111111'],['[]']
bayawula umbila,Bayawudla ummbila.,['0111111111111111'],['[]']
baya udla umubiya,Bayawudla ummbila.,['0111111110000000'],['[]']
ambanikashle,Hambani kahle.,"['111111110101', '111111110101']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani cahler,Hambani kahle.,"['111111111111', '111111110111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hamb ani kahle,Hambani kahle.,"['111111111111', '111111111111', '011111111111']","['[]', '[]', '[]']"
hambani kahle,Hambani kahle.,['011111111111'],['[]']
hambanikashle,Hambani kahle.,"['111111110101', '111111110111', '111111110101']","['[]', '[""8""]', '[]']"
hambani kahle,Hambani kahle.,['111111110111'],['[]']
hambani kahle,Hambani kahle.,"['111111111111', '111111111111']","['[]', '[]']"
hambiy casler,Hambani kahle.,['111100010111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ingiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111101']","['[]', '[]', '[""0""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ngiyaloba,Ngiyaloba.,"['11111111', '11111111', '11111111']","['[]', '[]', '[]']"
ngiyaloba,Ngiyaloba.,"['11111111', '11111111']","['[]', '[]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
ingiyaloba,Ngiyaloba.,"['11111111', '11111101']","['[]', '[""0""]']"
ngiilabola,Ngiyaloba.,['11110101'],['[]']
ngiyalaloba,Ngiyaloba.,['11111111'],"['[""4""]']"
ngiyahloba,Ngiyaloba.,['11110111'],"['[""4""]']"
ngiyaloba,Ngiyaloba.,['11111111'],['[]']
abanamali,Abanamali.,"['111111111', '101111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,"['111111111', '111111111']","['[]', '[]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamale,Abanamali.,"['101111111', '101111111']","['[]', '[]']"
abanamili,Abanamali.,['111111011'],"['[""6""]']"
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,['111111111'],['[]']
abanamali,Abanamali.,['111111111'],['[]']
le ngosigazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111101111111111111111']","['[]', '[""3""]']"
lengosikazi inamandla,Le nkosikazi inamandla.,"['111111110111111111111', '111101111111111111111']","['[]', '[]']"
le inkhosikhazi inamandla,Le nkosikazi inamandla.,"['111101110111111111111', '111101110111111111111']","['[]', '[]']"
le nkothikazi inamandla,Le nkosikazi inamandla.,['111101111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
le nkosikazi inamandla,Le nkosikazi inamandla.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
lenkosikazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],['[]']
le inkhosikazi imamandla,Le nkosikazi inamandla.,"['101011110111110111111', '101111111111111111111', '101101110111110111111']","['[]', '[]', '[""3""]']"
lein nkos sikwazi inamandla,Le nkosikazi inamandla.,['111101110111111111111'],"['[""9"", ""16""]']"
lande cosigazi inamandla,Le nkosikazi inamandla.,['111111111111111111111'],"['[""3""]']"
leko] sikhazi imandla,Le nkosikazi inamandla.,['111111111111110011111'],['[]']
le khosikai imadla,Le nkosikazi inamandla.,['111101110110110011101'],['[]']
umuntu ukhulume kancane,Umuntu ukhulume kancane.,"['111111111111111011111', '111101111111111110111']","['[]', '[]']"
umuntu ukhulume khancane,Umuntu ukhulume kancane.,"['111101111111111011111', '111110111111111011111', '111100111111111010111']","['[]', '[""5"", ""15""]', '[]']"
umuntu ukhulume  khanan [s],Umuntu ukhulume kancane.,"['111111111111111011111', '111111111111111010111']","['[]', '[]']"
umuntu okhulume kancane,Umuntu ukhulume kancane.,['111111111111111111111'],['[]']
umuntu akhulume kancane,Umuntu ukhulume kancane.,"['111111111111111111111', '111111111111111111111']","['[]', '[]']"
untu akhulume kancane,Umuntu ukhulume kancane.,"['110111111111111111111', '111111111111111111111', '001111111111111111111']","['[]', '[]', '[]']"
umuntu okhuluma kancane,Umuntu ukhulume kancane.,"['111111111111101111111', '111111111111101111111']","['[""13""]', '[]']"
imuntu ukhulume kan,Umuntu ukhulume kancane.,"['011101111111111010000', '011101111111111011111', '011101111111111010000']","['[]', '[""0"", ""4"", ""16""]', '[]']"
umuntu ukhulume kancane,Umuntu ukhulume kancane.,['111101111111111110111'],['[]']
umuntu akhulume khancane,Umuntu ukhulume kancane.,['111111111111111011111'],['[]']
umuntu ukhulume khancane,Umuntu ukhulume kancane.,['111111110111111110111'],['[]']
umuthi ukhulume kake,Umuntu ukhulume kancane.,['111000111111111010001'],['[]']
amba,Bamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
bamba,Bamba.,"['01111', '11111', '01111']","['[]', '[]', '[]']"
amba,Bamba.,"['01111', '01111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,"['11111', '11111']","['[]', '[]']"
bamba,Bamba.,['11111'],['[]']
bamba,Bamba.,['01111'],['[]']
pambi,Bamba.,['01110'],['[]']
bamba,Bamba.,['11111'],['[]']
amba,Bamba.,['11111'],['[]']
mpamba,Bamba.,['11111'],"['[""0""]']"
ithiye li nandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye le mnandi,Itiye limnandi.,['10111111111111'],['[]']
ithiye le mnandi,Itiye limnandi.,"['10111111111111', '10111111111111']","['[]', '[]']"
itiye li mnandi,Itiye limnandi.,"['11111111111111', '11111111111111']","['[]', '[]']"
iyelimnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiyelimnandi,Itiye limnandi.,"['11111111111111', '11111111111111', '11111111111111']","['[]', '[]', '[]']"
itiye limnandi,Itiye limnandi.,['11111111111111'],['[]']
ithiya li umnandi,Itiye limnandi.,['10110111111111'],['[]']
itheyi lamnandi,Itiye limnandi.,['10110110111111'],['[]']
ithiye li mnandi,Itiye limnandi.,"['11111111111111', '10111111111111']","['[]', '[]']"
ithiye li mnali,Itiye limnandi.,['11111111111111'],['[]']
lithe limadini,Itiye limnandi.,['00000111100111'],"['[""9"", ""14""]']"
in dlela imbi,Indlela imbi.,"['11111111111', '11011111111']","['[]', '[]']"
in dlela imbi,Indlela imbi.,['11111111111'],['[]']
in dlela i mbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
in dlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
in dlela iyi mbi,Indlela imbi.,"['11111111111', '11111111111', '11111111111']","['[]', '[]', '[]']"
indlela imbi,Indlela imbi.,['11111111111'],['[]']
in lila imi,Indlela imbi.,"['11001111111', '11101111111']","['[]', '[]']"
indi lela imbi,Indlela imbi.,['10011111111'],['[]']
in dlela imbi,Indlela imbi.,"['11111111111', '11111111111']","['[]', '[]']"
in dlela imbi,Indlela imbi.,['11111111111'],['[]']
in dlela imbi,Indlela imbi.,['11111111111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,"['11111', '11111', '11111']","['[]', '[]', '[]']"
hanmba,Hamba.,['11111'],['[]']
amba,Hamba.,['11111'],['[]']
hamba,Hamba.,"['11111', '11111']","['[]', '[]']"
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
hamba,Hamba.,['11111'],['[]']
un yawo luphi,Unyawo luphi?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
unyawoluphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
un yabo luphi,Unyawo luphi?,['1111111111'],['[]']
unyaw luphi,Unyawo luphi? ,"['11111111111', '11111111111']","['[]', '[]']"
unyawolupi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyaoluphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
unyawo luphi,Unyawo luphi?,"['1111111111', '1111111111']","['[]', '[]']"
un yawo luphi,Unyawo luphi?,['1111111111'],['[]']
unayoluphi,Unyawo luphi?,['1010111111'],['[]']
unyawo lupi,Unyawo luphi?,['1111111101'],['[]']
unyawu luphi,Unyawo luphi?,['1111111111'],['[]']
anyalolipi,Unyawo luphi?,"['0110111011', '0110111011']","['[""3"", ""7""]', '[]']"
uya sibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibizana,Uyasibiza na?,"['111111111111', '111111111111', '111110111111']","['[]', '[]', '[]']"
uyo sibiza na,Uyasibiza na?,"['111110111111', '111110111111']","[None, '[]']"
uyasi biza na,Uyasibiza na?,['111111111111'],['[]']
uyasibizana,Uyasibiza na?,"['111111111111', '111111111111']","['[]', '[]']"
uyasibiza na,Uyasibiza na?,['111111111111'],['[]']
uyasibizana,Uyasibiza na?,['111111111111'],['[]']
uyasibhizana,Uyasibiza na?,"['111110111111', '111110111111']","['[]', '[]']"
uya sebenza na,Uyasibiza na?,['111111011111'],"['[""1"", ""7""]']"
uya sibiza na,Uyasibiza na?,['111110111111'],['[]']
uyasibizana,Uyasibiza na?,['111111111111'],['[]']
uyasibizana,Uyasibiza na?,['111110111111'],['[]']
zp mantshe,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
vi pi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,"['1111111111', '1111111111', '1111111111']","['[]', '[]', '[]']"
aziphi manje,Ziphi manje?,['1111111111'],['[]']
ziiphimanje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
sipi manhle,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
ziphi manje,Ziphi manje?,"['1111111111', '1111111111']","['[]', '[]']"
zibi manje,Ziphi manje?,['1111111111'],['[]']
ziphi manje,Ziphi manje?,['1111111111'],['[]']
zibi manja,Ziphi manje?,['1111111111'],['[]']
amasela ayon shontsha,Amasela ayontshontsha.,['1111111111110011001'],['[]']
amasela ayon shonja,Amasela ayontshontsha.,"['1111111111111011101', '1111111111111111111']","['[]', '[]']"
amasila ayon to tha,Amasela ayontshontsha.,['1110011111110010001'],['[]']
amasela aya ntshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasela ayontshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela aya ntshontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela aya nshontsha,Amasela ayontshontsha.,['1111111111011111111'],['[]']
amasila ayo ncwashansa,Amasela ayontshontsha.,['1111111111100000000'],['[]']
amasilila ayatshotshwajwa,Amasela ayontshontsha.,['1111011111000000000'],"['[""5""]']"
amasela ayon jontsha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasela ayo thontha,Amasela ayontshontsha.,['1111111111111111111'],['[]']
amasidla ayo thishosha,Amasela ayontshontsha.,['1111101111100001000'],['[]']
isifo cib,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sib,Isifo sibi.,['1111111111'],['[]']
isifo sibe,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibe,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,"['1111111111', '1111111111']","['[]', '[]']"
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
isifo sib,Isifo sibi.,"['1111111111', '1111111101']","['[]', '[]']"
isi fo sib,Isifo sibi.,['1111111111'],['[]']
isifo si b,Isifo sibi.,['1111111111'],['[]']
isifo sibi,Isifo sibi.,['1111111111'],['[]']
izi fo cb,Isifo sibi.,['1011111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,"['111111', '111111']","['[]', '[]']"
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
lukhona,Lukhona.,['111111'],['[]']
ngikutshelile ukuthi ulathela,Ngikutshelile ukuthi fulathela.,['11110011111110111111111111'],['[]']
ingikutchelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11010011111110111111111111'],"['[""0""]']"
ingikushela ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11010001111110111111111111', '11010011000110111111111111']","['[]', '[""0""]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile kuthi fulathela,Ngikutshelile ukuthi fulathela.,"['11111111111111111111111111', '11111111111111111111111111']","['[]', '[]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
ingikhuthushilile ukhuthi fulathile,Ngikutshelile ukuthi fulathela.,['11010001111110111111111010'],['[]']
ingiktshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],"['[""0""]']"
ngikutshelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11011111111110111111111111'],['[]']
ngikushelile ukuthi fulathela,Ngikutshelile ukuthi fulathela.,['11111111111111111111111111'],['[]']
ingithoshihleli ukuthi ufakela,Ngikutshelile ukuthi fulathela.,['11000000000110111100000011'],"['[""0""]']"
izintaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izin thaba zinde,Izintaba zinde.,"['11110111111111', '11110111111111']","['[]', '[]']"
izithabazinda,Izintaba zinde.,"['11110111111110', '11110111111110']","['[]', '[""14""]']"
zin taba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izin taba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,"['11111111111111', '11111111111111']","['[]', '[]']"
izintaba zinde,Izintaba zinde.,['11111111111111'],['[]']
izintabha zinde,Izintaba zinde.,['11110111111111'],['[]']
izithaba zinde,Izintaba zinde.,['11110111111111'],['[]']
izin taba zin de,Izintaba zinde.,['11111111111111'],['[]']
izintabha zinde,Izintaba zinde.,['11111111111111'],['[]']
izithaba zindle,Izintaba zinde.,"['11111111111101', '11110111111101']","['[""12""]', '[]']"
ehe siyambona lapho,"Ehhe, siyambona lapho.",['111111111111111111'],['[]']
ehe siyambona lapho,"Ehhe, siyambona lapho.","['101111111011111111', '111111111111111111', '000111110011111111']","['[]', '[]', '[]']"
esiya mbona lapho,"Ehhe, siyambona lapho.","['101111111011111111', '100111111011111111']","['[]', '[]']"
